Date_time,condition,age,sex,Treat_time,ease,effective,satisfaction,comment,year,month,time_mark
2009-02-02 11:48:50,Other,45-54,Female, 1 to 6 months,4,4,4,"I have fibromyalgia.  This is the first time I wake up and I don't feel like I have the flu.  It is a great relief.  I still have pain but, to me taking away feeling like I had the flu everyday was hard.  So for now this drug is helping those symotons.",2009,2,1.23357533e+18
2009-02-03 19:34:45,Depression,65-74,Male, 1 to 6 months,1,2,1,"I started with 50 mg, increased to 50 mg twice daily, and then full 150 mg once per day. Side effects included severe bladder spasms @ 1 min intervals 24/7. Treated symptoms with Cipro. No infection present. Stopped Pristiq and symptoms disappeared within 30 hours.",2009,2,1.233689685e+18
2009-02-05 07:11:20,Depression,13-18,Female, less than 1 month,4,4,3,"I have been on 50mg a day. I have expirienced some strange side effects, excessive sweating, sore jaw, vivid dreams, decreased appetite, and I have found myself unable to have an orgasim.
The side effects listed above are pretty mild and hope that most will subside. I am curious if anyone else has experienced the last effect as far as I could tell no one mentioned it. 
Over all I am pretty satis
					...
					",2009,2,1.23381788e+18
2009-02-05 13:11:06,Major Depressive Disorder,45-54,Female, 1 to 6 months,5,4,5,"my mom 85 y/o has been on Sertraline and Cymbalta, neither of which helped at all.
The Pristiq is definately effective and showing an improvement.
Also, she has Alzheimer's/Dementia.  Not forgetful but has intense mood changes.  At times it even seems like a total opposite personality (very arrogant)than how sweet she is when there's clarity.",2009,2,1.233839466e+18
2009-02-05 18:50:08,Depression,25-34,Female, 1 to 6 months,4,4,3,"Does anyone know how long it'll take for the withdrawals to stop? 
I've been on 50mg per day for about 4 months and have experienced some of the side effects that were discomforting since I also have panic and anxiety problems. Dr put me on new meds and I'm trying to taper off and the pain in my back is awful and I feel so so nauseas. I'm thinking about just taking them full time 
					...
					",2009,2,1.233859808e+18
2009-02-06 00:43:13,Major Depressive Disorder,45-54,Female, 1 to 6 months,1,1,1,"I too have experienced sexual dysfunction, loss of appetite, personality change, headaches, nausea, ringing ears, bladder problems, fatigue, basically everything included on packet, including hives.  Been on 50mg 3 mths. Seeing Dr nxt week to request going off this med. It has been a nightmare.",2009,2,1.233880993e+18
2009-02-06 02:15:19,Major Depressive Disorder,25-34,Female, 1 to 6 months,5,3,3,"Iwas on Cymbalta 60 mg for over 1 year and a half when my husband and I noticed I was getting unnecessarily irritable and tired again. Doctor switched me to this a little over a month ago and I am not sure if I like it. I am still irritable and tired a lot. I have no ambition to do anything. It has worked to keep away the sadness, thoughts of suicide, hopelessness, and constant crying, but I am no
					...
					",2009,2,1.233886519e+18
2009-02-06 02:22:22,Panic Disorder,19-24,Female, less than 1 month,5,1,1,"Well I started this drug about 48 hours ago. It is a HORRIBLE pill. I spent most of the day in the ER. I have a blood clot disorder among other things. This drug made my fingers, toes, and legs icy cold and black and purple. Awful charlie horses, severe headache, upset stomach, shaky. It goes on. This drug needs 2 be recalled!!!!!! BEWARE!!!!!!!!!!!!!!!!!!!!",2009,2,1.233886942e+18
2009-02-08 21:28:40,Depression,35-44,Female, 1 to 6 months,5,5,3,"I have been on dozens of antidepressants over the years. This one has made me feel better than I have in a long time. BUT, I sweat profusely all night lomg, and I don't sleep very long. I wake up every 2 or 3 hrs. But I do fall back to sleep. I also have been EXTREMELY hungry all the time. I think it might be this med. I put back all the weight I lost on Topamax. I'm tapering off this med.
					...
					",2009,2,1.23412852e+18
2009-02-09 12:47:17,Depression,55-64,Female, 1 to 6 months,3,5,3,"I have been on Pristiq for about 3 months. I took my last pill on Friday and can't get the refill till this afternoon..My question is, is it normal to begin crying and terrible sadness on the following Sunday? I am sick to my stomach all the time. Is this normal? I feel terrible.",2009,2,1.234183637e+18
2009-02-09 21:23:17,Depression,45-54,Female, less than 1 month,5,1,1,"My head throbbed. I soon had thoughts, popping into my head in ref. to suicide. This scared me. Quit taking .",2009,2,1.234214597e+18
2009-02-12 15:04:33,Depression,25-34,Female, 1 to 6 months,3,3,3,"Its been about 3 weeks, I changed from taking it in the morning to night. Im extremely tired. I had dry mouth-it went away. Also I experienced ringing in my ears-it went away. My appetite is decreasing but thats a good side effect to me. I still cry at time but the thoughts of sucide have gone away. Im committed to the treatment for six months but thats it",2009,2,1.234451073e+18
2009-02-12 19:26:03,Depression,55-64,Female, 1 to 6 months,1,5,4,I love everything abouth this drug except I am beginning to stay nauseaus to the max. Is this a side effect that will go away?,2009,2,1.234466763e+18
2009-02-13 11:59:42,Depression,,,,4,3,2,I started taking 50mg pristiq as of yesterday but I noticed a change like a couple of hours after taking it I felt good but late in the afternoon I felt like I crashed very sleepy nausea all day and I was up all night and I have to work 9 hours today not sure if I should take anymore I did not take one today but I am confused and feel like giving up on the meds,2009,2,1.234526382e+18
2009-02-13 18:45:59,Other,,Female, less than 1 month,4,1,1,"No relief for my buttock pain. 
Piriformis syndrom has not been diagnosed but I keep getting Rx for Antidepressants.
I am now giving up on all medicatioations.
Better to live with pain then dazed or non functioning. Over 15 years and no doctor can help.",2009,2,1.234550759e+18
2009-02-15 23:47:00,Depression,35-44,Female, less than 1 month,5,3,2,"This script was to replace lexapro, since I began to gain a lot of weight after being on it for 2 1/2 years.  I have been on Pristiq for 4 days.  Took 50 mg in the morning and had headaches in the afternoon.  Like most medications, I know side effects should be temporary.  But, I forgot to take the 5th dose and by noon was out of control with crying and irratible. I had some lexapro meds left, so 
					...
					",2009,2,1.23474162e+18
2009-02-17 12:45:26,Depression,45-54,Male, less than 1 month,4,5,5,"This is a wonderful drug and has changed my mood and outlook to a positive one. only 3 weeks in but i had to cut (tablet spitter) the 50mg pills because a whole tablet the first few days had me feeling like i was in a fog and paronoid. They say that will go away as your body adjust and I have since taken the full 50mg (in morning) and feel fine. Wow... lost 7 lbs in 2 weeks. Lot's more energy,
					...
					",2009,2,1.234874726e+18
2009-02-18 00:46:25,Depression,45-54,Female, less than 1 month,5,4,4,"I have been using this med for one week. I noticed a lessen of the depressive feelings right away. Although it hasn't completely gotten rid of the anxiety yet. The side effects I have experienced is mild nausea, some loss of appetite, sleepiness, increase in angry feelings at times, waking up in the middle of the night and unable to go back to sleep, increased urination. I think the anger was 
					...
					",2009,2,1.234917985e+18
2009-02-19 11:45:51,Depression,35-44,Female, less than 1 month,5,5,5,"I have never had to take antidepressants until now and Thank God for Pristiq! I'm myself again. I had some nausea the first week and some sleep problems. I have been on it for 3 weeks and the side effects have gone away. My friends have noticed that I'm happy go lucky me again. I also had some anxiety issues my whole life, POOF they are gone! I never knew life could be this wonderful. Now 
					...
					",2009,2,1.235043951e+18
2009-02-19 14:11:22,Posttraumatic Stress Syndrome,55-64,Female, 1 to 6 months,5,5,5,"I have been taking Pristiq for 6 weeks now and can tell a 100% difference.  I suffer from Post Traumatic Stress Disorder,  causing serious anxiety attacks.  The anxiety attacks are completely gone. I did have nausea for about 2 wks, but that too has gone.  I love this medication and hope it continues to do the job. I'm so glad my doctor suggested it's use...",2009,2,1.235052682e+18
2009-02-21 13:04:46,Depression,25-34,Female, 1 to 6 months,5,4,5,"I began taking Pristiq after being on Lexapro for 2 years.  The Lexapro caused weight gain, so I switched.  Been on Pristiq for 2 months and so far I lost 4 pounds.  I have been feeling okay with my anxiety/depression also.  I take it at dinnertime so I do not get nauseated.  ",2009,2,1.235221486e+18
2009-02-21 17:36:06,Major Depressive Disorder,35-44,Female, less than 1 month,5,5,5,On it for 5 days and much better than I was on Lexapro. No present side effects noted.,2009,2,1.235237766e+18
2009-02-22 12:49:51,Depression,45-54,Female, less than 1 month,5,5,5,"I had never taken any med. for depression until now. The first week or so I felt like I was in a dream, but after that I have felt great!  Even my family and husband has noticed a difference.  I have more energy than before and my sex drive has increased. I never thought anything would help with that after my historectamy.  My insurance will not cover this so my doctor has changed it to Celexa.  I
					...
					",2009,2,1.235306991e+18
2009-02-22 12:56:53,Repeated Episodes of Anxiety,25-34,Female,6 months to less than 1 year,5,5,5,I started taking this medication after the loss of my daddy. I had several anxiety episodes that landed me in the ER. I love this med it really helps with my depression also. ,2009,2,1.235307413e+18
2009-02-23 19:24:41,Depression,45-54,Male,,5,5,5,"So far this is the best med I've tried for depression in the past 20 years. As a bonus, I've had chonic pain from a few conditions and now I don't hurt. Occasionally I'll be a bit achy but overall, I'm me again.",2009,2,1.235417081e+18
2009-02-25 14:12:13,Panic Disorder,19-24,Female, 1 to 6 months,4,5,4,"I was on 150mg of Effexor for nearly a year and I hated it so I switched to 50mg Pristiq. I love the fact that I had very mild side-effects: nausea, some sleeplessness, and it has helped me so much, a lot less irritability, panic attacks, etc. I stopped taking it three days ago and the withdrawl is AWFUL! Not as bad as with the Effexor but still...weepiness, vertigo-like symptoms. Hopefully it wil
					...
					",2009,2,1.235571133e+18
2009-02-25 15:23:47,Depression,45-54,Male, 1 to 6 months,5,1,1,No change in my condition.,2009,2,1.235575427e+18
2009-02-26 09:45:28,Depression,45-54,Female, 1 to 6 months,5,4,4,"I am going through menopause but have had depression since the birth of my last child, I had severe post partum depression.  I also have been diagnosed with BiPolar Disorder (l999).  I was taking Elavil/Amitriptiline in my 30's and then was switched to Zoloft in my early 40's.  It worked well but after many years taking it, first at dose of 50 mg., then increased to 100mg.  After many year
					...
					",2009,2,1.235641528e+18
2009-02-26 22:36:48,Repeated Episodes of Anxiety,25-34,Female, 1 to 6 months,5,1,1,"I have been battling anxiety and depression for 9 yrs and have tried several different drugs. Effexor and wellbutrin worked for me but I eventually built up an immunity to them. I have been taking Pristiq for 4 weeks and am giving up on it, it made me so very tired and lazy (which is out of character for me) I am also very somber and have no desire to be around any one else, even my kids and husba
					...
					",2009,2,1.235687808e+18
2009-02-27 03:40:22,Bipolar Depression,25-34,Female, 1 to 6 months,5,1,1,"I absolutely hated this medicine, I have tried several antidepressants. I liked Celexa but since I'm bi-polar it sent me into mania, but it was great because I felt good, but it helped nothing else. My doctor switched me to Pristiq, by day four I had a major break down, crying at work and freaking out so bad I couldn't talk. It never helped the depression, anxiety, or anger. I quit taking 
					...
					",2009,2,1.235706022e+18
2009-02-27 19:17:58,Depression,45-54,Female, less than 1 month,5,4,4,"Doc put me on Lexepro after Prozac lost it's punch. The Lexepro worked but ... I gained almost 40 lbs. in just over 6 months. I want to be content and happy with my life but the weight gain was awful. My doctor suggested Pristiq. I took it ""over"" my Lexapro until we knew the side effects were tolerable. Now, I am down to 10 mg of Lexepro versus the 30 mg I was on. So far, so good. I 
					...
					",2009,2,1.235762278e+18
2009-03-01 20:49:28,Depression,25-34,Female,6 months to less than 1 year,5,4,4,"I had pretty bad postpartum depression. I also lost a couple family members at the same time. This medicine kept me ""sane."" I have been able to deal with everything very well considering.",2009,3,1.235940568e+18
2009-03-03 10:59:36,Repeated Episodes of Anxiety,25-34,Female, less than 1 month,5,3,3,"i HAVE ONLY BEEN ON IT FOR 2 DAYS, BUT VERY SHAKY AND FEEL LIKE IM IN A DREAM????",2009,3,1.236077976e+18
2009-03-05 15:59:41,Bipolar Depression,25-34,Male, 1 to 6 months,5,4,3,"I have been taking Pristiq for over 4 months now. This did help with anxiety and what some may call a bipolar disorder. I do have a word of caution. This is not a magic pill. This drug can be compared to the various ""uppers"" that can be found on the market place. This drug is marketed as a treatment for depression but you will find that it can pack a punch that you may not expect. I pers
					...
					",2009,3,1.236268781e+18
2009-03-06 10:18:34,Bipolar Depression,35-44,Female, less than 1 month,5,2,2,Hello mania! Only 2 days on it and I feel ike I want to jump out of my skin. Major insomnia and jaw clenching. It just doesn't work for me. Maybe if I had a mood stabilizer to take with it. ,2009,3,1.236334714e+18
2009-03-06 20:37:52,Repeated Episodes of Anxiety,35-44,Female, less than 1 month,4,3,3,I was taking Wellbrution and the dr switched me to this drug a week ago. I've been extremely tired. I decided to start taking it at night. I'm hoping the fatigue wears off. I have noticed an improvement over the Wellbrution. I had been on Cymbalta prior to the Wellbrution which worked great for 4 mths then all my old symptoms came back.,2009,3,1.236371872e+18
2009-03-07 21:25:23,Depression,35-44,Female, 1 to 6 months,5,5,4,"I've been on Pristiq for approx. 4 months now after trying several others over the past few years. I'm back to myself. It did take about 4 wks. to start ""kickin' in"". The only draw back I have has is the sexual side effects, like every other anti-depressant. This med has given me my life back.",2009,3,1.236461123e+18
2009-03-07 21:36:57,Major Depressive Disorder,45-54,Female, 1 to 6 months,5,5,5,"I have been on Tricycline, Prozac, Paxil, Effexor, Effexor XR, and Cymbalta. I have found Pristiq (along with Klonopin) to be the best thing that has happen to me in years. I have been diagnosed with personality disorder, major depression, panic attacks, anxiety & social issues. I have less side effects than I have had with any of the other medications, that didn't work as well. This medic
					...
					",2009,3,1.236461817e+18
2009-03-08 10:49:40,Major Depressive Disorder,35-44,Male, less than 1 month,5,5,4,"I have been on effexor xr, lexapro, zoloft, and prozac. This has been the best so far, without any anxiety and loss weight. I do have trouble with sleep but will take an ambien cr. Effects sex drive a little, but I have a high drive!",2009,3,1.23650938e+18
2009-03-11 08:46:20,Depression,55-64,Male, less than 1 month,4,2,2,I've been on Pritiq for two weeks after taking Citalopram and Buproprion. I'm still tired and do not have much energy. One side effect that I really dislike is the awful sense of strange smell and taste.,2009,3,1.23676118e+18
2009-03-13 08:48:27,Depression,25-34,Female, less than 1 month,5,3,3,"I am a 25 y/o Female and I have never taken anything before. I talked to my doctor about my feelings of depression, lonliness, anger and anxiety. afterwards, she perscribed this med to me. I am feeling very nervous with anxiety and paranoia. Also I am expereiencing Upset stomache/nausea, a ""head fog"" and trouble sleeping last night. This is my first day on this medication. I am hoping th
					...
					",2009,3,1.236934107e+18
2009-03-13 12:38:51,Depression,35-44,Female, less than 1 month,5,5,5,"I have chronic pain issues due to multiple health problems. In addition, I have severe depression that has plagued me severely for 7 years. While going through every medication known to man, therapy, etc. nothing worked for me. Ive been on every antidepressant on the market, as well as the ""rider"" meds to help them work. This medication has been a Godsend for me. Its helped my severe anx
					...
					",2009,3,1.236947931e+18
2009-03-13 18:46:02,Repeated Episodes of Anxiety,,,,4,5,5,"after so many antidpressants not doing their job this one made me feel like i was alive again. i have more energy, almost no anxiety and no more menopause symptoms. great med.",2009,3,1.236969962e+18
2009-03-14 08:39:55,Bipolar Depression,35-44,Female, less than 1 month,5,5,5,"I have been on Pristiq about a month now. I used to be on Effexer Xr, with terrible side effects. I was more than happy to try this drug when my dr recommended it to me. This has been a wonder drug for me! I feel happy and alert. Much more rested and no anxiety attacks! I would recomend anyone to try this drug as so many others have failed for me in the past. ",2009,3,1.237019995e+18
2009-03-16 17:18:38,Depression,25-34,Female, less than 1 month,5,3,3,"I have tried many anti-depresants and have had horrible side effects from them.  I was able to tolerate Welbutrin but had to stop taking it after being diagnosed with bi-polar.  I stopped taking anti-depressants all together and continued on a high dosage of lamictal.  I was o.k. for about 3 months but then the depression kicked in again.  

My doctor prescribed pristiq a week ago.  I've had
					...
					",2009,3,1.237223918e+18
2009-03-16 21:48:35,Major Depressive Disorder,35-44,Male, 1 to 6 months,5,5,5,"I have been on several antidepressants. This has been the most effective so far. I have had problems with sleep, but will take lunesta or ambien cr with it. More energy and have lost some weight on it. ",2009,3,1.237240115e+18
2009-03-17 11:53:29,Depression,25-34,Female, less than 1 month,5,5,5,"I am the 25 Y/O F again....I just wanted everyone to know that I am on day 5 of the perscrption and I feel much better than before. I have lost some wight and I no longer look at food for comfort. I also Have been sleeping better and most of the S/E have subsided. However, I do still have blurred vision. But Overall I feel relaxed and much more calm when dealing with everyday life issues. I hope t
					...
					",2009,3,1.237290809e+18
2009-03-20 12:47:02,Other,35-44,Female, less than 1 month,5,4,3,"I've been taking it for a month now. Definitely a difference in my mood at work. I dont like the constant vivid dreams. I have nightmares where I wake up crying. I dont feel like I ever get a good nights sleep. Also miss my sex drive. I ended up with a virus that caused vomitting and fever. I dont know if it was related. stopped taking the meds for two days during my illness and experienced se
					...
					",2009,3,1.237553222e+18
2009-03-21 19:42:47,Depression,45-54,Female, 1 to 6 months,5,2,1,"I was taking Lexapro for depression, anxiety, and PTSD (mild) but the weight gain was too much to handle (45 lbs. in 7 months). My doctor suggested Prisiq which I took ""over"" my Lexapro as I came off of it. It took 3 weeks to get completely off the Lexapro and totally on the Pristiq and I am not sure I like the change. My head feels like it weighs a ton, I have vivid dreams and night swe
					...
					",2009,3,1.237664567e+18
2009-03-22 23:00:57,Depression,13-18,Female, 1 to 6 months,5,3,3,"I've been taking this medicing for about 6 months now, and while it's helped in some areas, the side effects are certainly a pain. The vivid dreams, night sweats, and meatallic taste have been a little hard to handle. I can't drink unflavored water anymore because of the metallic taste I get in my mouth. Also, if you miss a dose it's truly a nightmare of a day until you remember to
					...
					",2009,3,1.237762857e+18
2009-03-23 00:56:38,Other,19-24,Male, less than 1 month,5,1,1,"I am taking this med for OCD. It is not approved for OCD but my Doctor said its exactly like Effexor. I was taking Effexor but was ALWAYS tired and gained weight. I have been on Pristiq now for two weeks and I am much worse. My anxiety is bad, I am sleeping a lot, and my body hurts. It has always been making me break out. I would not recommend this for OCD. ",2009,3,1.237769798e+18
2009-03-23 13:35:11,Extreme Apprehension or Fear of Social Interaction,19-24,Female, 1 to 6 months,5,5,5,"I have suffered from depression and anxiety for years, as well as occassional attacks of psycosis and panic attacks. This is the only medicine I have tried, and believe me I have tried almoat everyone available, that has not had negative side effects. No paranoia, no suicide attmempts, no sleep affects, it didn't kill my sex drive. I loved this drug, unfortunately i couldn't afford to stay
					...
					",2009,3,1.237815311e+18
2009-03-24 13:04:58,Depression,13-18,Female, 1 to 6 months,5,4,4,i reall ylike this medication . but the only thing that i dont like about the medication is that if i dont take the dose for that day i get very sick and my head feels so big. but other than that its very effective for me.,2009,3,1.237899898e+18
2009-03-24 16:46:02,Depression,35-44,Female, 1 to 6 months,3,1,1,I was taking Effexor XR and doctor tried me out on Pristiq. It gave me terrible headaches and didn't help at all.,2009,3,1.237913162e+18
2009-03-26 14:26:19,Depression,45-54,Female, 1 to 6 months,4,4,3,"was ok but could not sleep at night, and a little sleepy during the day.",2009,3,1.238077579e+18
2009-03-27 02:12:27,Depression,35-44,Male, 1 to 6 months,4,3,3,I have been on this for about 3 months and have not been good lately.I feel it is not working for me anymore.,2009,3,1.238119947e+18
2009-03-27 12:40:12,Repeated Episodes of Anxiety,35-44,Female, less than 1 month,5,3,3,"After trying many different anti depressents over the years to control my anxiety, my Dr. prescribed pristiq.  This is my first dose but reading all the negative effects now have me worried.  I was taking Cymbalta and after doubling my dose I was crying all the time with suicidal thoughts.  I hope that this new med helps me with my anxiety and now depression.",2009,3,1.238157612e+18
2009-03-27 17:38:42,Bipolar Depression,35-44,Female, 1 to 6 months,5,5,5,I am loving pristiq. I have more energy and get up and go in me. I almost quit because I was not patient and wanted something else. Boy I'm glad I didn't. It has been about two months and suggest to people to be patient with it and see the outcome like I did.,2009,3,1.238175522e+18
2009-03-28 08:51:58,Repeated Episodes of Anxiety,19-24,Female, less than 1 month,5,3,3,"I decided to try an anti depression medication after my husband deployed to Iraq.  It was difficult to deal with the fact that he was gone so I started using Prozac.  It did not work at all so my doctor prescribed Pristiq.  I just started it and I really hope that it helps.  I am a ""single"" mother right now while my husband is deployed, a full-time student, and I work a full-time job.  I
					...
					",2009,3,1.238230318e+18
2009-03-28 17:05:06,Major Depressive Disorder,45-54,Female, 1 to 6 months,4,1,1,"I was taking Lexapro but the weight gain was awful. Doc switched me to this - and I hate it. Pristiq has not helped AT ALL and the side effects (outside of just gaining weight) are much worse. It's like it gets in there and just clings to your brain, putting you into a fog or dream. When you try to sleep the real dreams are too real and usually unpleasant. I am about to give up on taking anyth
					...
					",2009,3,1.238259906e+18
2009-03-30 11:57:21,Depression,35-44,Female, 1 to 6 months,5,4,4,"I have tried many diferent medications to help with depression, anxiety and OCD. Pristiq has hands down made a big difference in my attitude towards problems, my children and my responsibilities. I feel confident that this was a good choice.",2009,3,1.238414241e+18
2009-03-30 13:34:20,Repeated Episodes of Anxiety,25-34,Female, 1 to 6 months,5,5,5,"I started taking Pristiq a month ago and love it.  I no longer have anxiety attacks, it has made my entire outlook in general positive.  At first it made me very energetic but after two weeks, I returned to my normal self.  The only negative thing about the side effects is that it truly does make you sweat alot and headaches can be a bit of a pain, but all in all, has definately been the best so f
					...
					",2009,3,1.23842006e+18
2009-04-01 14:42:04,Bipolar Depression,45-54,Female,6 months to less than 1 year,5,5,5,"This has been the best anti-depressant that I have ever taken.  It's easy for me to use.  My doctor, family and friends have all commented on how much better I am.  I have been on just about every anti-depressant on the market.  My moods are stable, I have energy but do not swing into hypo manias or maniac depression.  This is great because my bipolar is the type that my moods fluctuated daily
					...
					",2009,4,1.238596924e+18
2009-04-01 16:09:14,Repeated Episodes of Anxiety,35-44,Male, 1 to 6 months,5,5,5,"I have taken many antidepressants, this seems to be best so far. It has given me or energy a little manic at times. However, if I take klonpin with it, it stables me out. Havent had any sexual issues,but it may be hard to sleep during the beginning..Give it some time! ",2009,4,1.238602154e+18
2009-04-03 16:00:44,Depression,55-64,Male,6 months to less than 1 year,5,4,4,I was on a high dossage of Effexor and when it went off patent.  My doctor recommended Pristiq. I'm up to 200mg a day. It has kept me stable and calm.  I do like it. However it still has the sexual side effects.  Viagra helps but It's like running a marathon and not hitting the tape. Good luck.  ,2009,4,1.238774444e+18
2009-04-03 23:59:25,Major Depressive Disorder,45-54,Female, 1 to 6 months,5,5,5,"I am also on Cymbalta, the combination works for me. I don't have any side effects and my energy level has gone from barely moving around all day to can't stop and I love it. Finally I have the energy and good attitude to deal with everyday stresses that drove me to verge of suicide before discovering this medication,  ",2009,4,1.238803165e+18
2009-04-04 17:57:57,Major Depressive Disorder,25-34,Female, 1 to 6 months,5,4,3,"Pristiq has improved my mood, but there have been significant side effects.  My appetite increased dramatically, causing me to gain about 15 pounds.  I'm struggling not to gain any more.  Also, no matter how long I sleep at night, I wake up feeling dog tired.  I've tried 5 other anti-depressants, and this is the only one that has made me feel like a normal human being, so I'll probably
					...
					",2009,4,1.238867877e+18
2009-04-06 13:29:52,Depression,25-34,Female, less than 1 month,1,1,1,"I have more of a stressed life and gained weight do to binging, I started pristiq on a saturday everything was ok until about 130am Sunday I woke up feeling like I was on speed my body was tingling I looked in the mirror and my pupils were huge!! I then went into an anxiety attack over what I was experiencing and I felt very dizzy with extreme dry mouth. I could not sleep and all day Sunday I felt
					...
					",2009,4,1.239024592e+18
2009-04-07 09:49:07,Major Depressive Disorder,45-54,Female,6 months to less than 1 year,5,5,5,"Having used Wellbutrin, Effexor, Cymbalta, and earlier Paxil, I have had the most relief with Pristiq. I have essential tremors, which are slightly exacerbated with Pristiq, but were as well by Wellbutrin and Cymbalta. I have minimal side effects, and have had my dosage successfully increased without side effects.",2009,4,1.239097747e+18
2009-04-08 09:37:36,Depression,55-64,Female, 1 to 6 months,5,5,5,"This is the first time I have felt normal in a long time with medication for depression. Others left me lethargic, sleepy, and unfriendly. This takes care of my depression, best I have felt and I have lost 7 pounds as well. Great new find for users.",2009,4,1.239183456e+18
2009-04-08 17:05:32,Depression,35-44,Female, 1 to 6 months,5,5,5,"I have been taking this medication for a month in a half. At first, I didn't feel anything. But after the first 3 weeks I coultd tell the difference.  I have taken Effxor, Lexapro, Zoloft etc. I was either tensed and cranky, or walked around like a zombie. I stayed in the bed all weekend. But now I have so much energy. I get off from work I cook a full meal, clean house and help with homework.
					...
					",2009,4,1.239210332e+18
2009-04-09 22:34:53,"""Change of Life"" Signs",45-54,Female, 1 to 6 months,5,5,5,"Wow, the difference in my mood was almost immediate. I was so sad and tearful all the time for no apparent reason. This drug is so effective. I feel normal again.",2009,4,1.239316493e+18
2009-04-11 12:18:32,Depression,35-44,Female, less than 1 month,5,5,5,"I started Pristiq 2 wks ago mostly for anxiety some depression. I felt a difference w/in a few days. I've lost a little weight. No side effects except for nausea the first week which wasn't bad. I was extremely hesitant to take this med because of the neg. reviews & having taken other things in the past that didn't work or the side effects were too much for me. I don't take any
					...
					",2009,4,1.239452312e+18
2009-04-12 00:21:58,Depression,45-54,Female, less than 1 month,5,5,5,"So far so good, was experiencing depression, anxiety,extreme fatigue, frequent tearful spells,even thoughts of suicide and isolating. Started taking 1/2 of the 50mg tabs for 1 week, then 50mg a day. I am already feeling a difference, no more tears, better mood, and hot flashes have even subsided. Do have a couple of S/E, a little nervousness right after i take it for about a 1/2 hour, and some blu
					...
					",2009,4,1.239495718e+18
2009-04-13 14:52:13,Major Depressive Disorder,65-74,Female, 10 years or more ,5,5,5,"After many, many years of trying every med, Pristiq has been wonderful after two months.

If you cannot afford it go to their website and get info for assistance financially.",2009,4,1.239634333e+18
2009-04-14 11:47:56,Panic Disorder,55-64,Male, 1 to 6 months,5,3,3,My panic attacks have lessened. I'm concerned about kidney problems because I have cronic kidney failure.  ,2009,4,1.239709676e+18
2009-04-15 04:22:43,Depression,25-34,Male,6 months to less than 1 year,5,5,5,"I loved Pristiq. I had the best doctor for it. my ins. wouldn't cover it so they help me by giving my samples and a co pay card. I noticed a change within a few days. I have been off for about 2 months and I still feel good. When comming off I had a problem with my sight, but nothing really bad. If I was a doc this would be my choice for all. I told a friend about it and she loves it. I have t
					...
					",2009,4,1.239769363e+18
2009-04-16 19:07:03,Depression,25-34,Female, 1 to 6 months,4,4,4,"My symptoms prior to taking Pristiq included extreme tiredness, anxiety, and mood swings.  All of these symptoms have increasingly diminished over the course of my treatment using Pristiq. However, there are some side effects I have experienced which have been rather difficult to deal with.  First, and foremost, the weight gain and inability to lose weight while on Pristiq has been a challenge.  I
					...
					",2009,4,1.239908823e+18
2009-04-16 21:24:33,Other,35-44,Female, 1 to 6 months,5,5,5,"I have severe OCD mainly obsessions.  I also have severe depression.  This medicine saved my life.  I never knew what it felt like to ""feel"" normal without anger and mood swings.  I feel wonderful on this medication.  I forgot to take it for 2 days and I was an emotional wreck again, so there is no placebo effect for me.  I have been on prozac and lexapro and never, I mean never had such
					...
					",2009,4,1.239917073e+18
2009-04-18 07:27:35,"""Change of Life"" Signs",45-54,Female, less than 1 month,5,1,1,"My doctor is convinced that I am in a major depressive episode because of menopause and prescribed Pristiq.
First dose at bedtime: gagging, sweating, headache, and running thoughts through out the night.
I think this as with every other drug might be great if the fit is correct.  I will now find a doctor that cares about hearing me rather than complaining about a drug that maybe helpful to many 
					...
					",2009,4,1.240039655e+18
2009-04-18 09:17:09,Bipolar Depression,35-44,Female,6 months to less than 1 year,2,1,1,"Ive been on this drug for 6 months and have not felt any real effect as of yet, I also tried to take Provigil with Pristiq and still felt no benifit what so ever.
  Can anyone else relate?",2009,4,1.240046229e+18
2009-04-19 10:55:18,Depression,35-44,Female, 1 to 6 months,5,5,5,"Pristiq took away my mild depression, my road rage, I lost 5 lbs and I can still cry and laugh.  I have to take a downer to sleep, but that's a small price to pay",2009,4,1.240138518e+18
2009-04-20 12:46:53,Depression,65-74,Female, less than 1 month,4,2,1,dizzy and feeling unbalanced when standing or walking,2009,4,1.240231613e+18
2009-04-20 15:57:32,Depression,35-44,Female, less than 1 month,3,1,1,"I was given two 5 day starter packs of 50mg-I was on the drug 5 days, discontinued and had serotonin syndrome withdrawals. The brain zaps, the dizziness.
This medication has not really helped at all other than to make me confused during conversations, and feeling like I am out of my body. 

I am not impressed with this drug. In fact if I am suffering from brain zaps from stopping this med after
					...
					",2009,4,1.240243052e+18
2009-04-21 12:02:17,Depression,35-44,Female, less than 1 month,5,2,1,"only been on them for 2 days and i feel sick had trouble sleeping last night, and has a awful headache.....i didnt think it would effect me this quick. and i have meniers diese i already get dizzy but one of side effects says i can get dizzy...why would i be put on something that causes that when i get it bad already",2009,4,1.240315337e+18
